site,yr,plotid,block,plot,meadow,snow,snow_notes,trt,trt2,ForbHits,GrassHits,NonVegHits,ShrubHits,TotalHits,PlantCov,VegHits,Forb_rel,Grass_rel,F2G_ratio,Geum_hits,Geum_rel,S,H,Forb_g_m2,Grass_g_m2,Total_g_m2
sdl,2012,21,NA,21,mesic,no snow,never affected,N,N,66,75,15,0,156,85,141,46.808510638297875,53.191489361702125,0.88,27,19.148936170212767,15,1.9634208569127072,NA,NA,NA
sdl,2012,22,NA,22,mesic,no snow,never affected,N,N,91,42,13,0,146,87,133,68.42105263157895,31.57894736842105,2.1666666666666665,49,36.84210526315789,13,1.7870974314080328,NA,NA,NA
sdl,2012,23,NA,23,mesic,no snow,never affected,N,N,54,69,15,0,138,85,123,43.90243902439025,56.09756097560976,0.782608695652174,40,32.52032520325203,12,1.5739785416762972,NA,NA,NA
sdl,2012,24,NA,24,mesic,no snow,never affected,N,N,47,87,8,0,142,92,134,35.07462686567165,64.92537313432835,0.5402298850574713,26,19.402985074626866,12,1.8229514716889073,NA,NA,NA
sdl,2012,25,NA,25,mesic,no snow,never affected,N+P,N+P,78,73,7,0,158,93,151,51.65562913907284,48.34437086092716,1.0684931506849316,55,36.423841059602644,13,1.7713759929568742,NA,NA,NA
sdl,2012,26,NA,26,mesic,no snow,never affected,N+P,N+P,57,82,14,0,153,86,139,41.007194244604314,58.992805755395686,0.6951219512195121,37,26.618705035971225,10,1.6135713613338274,NA,NA,NA
sdl,2012,27,NA,27,mesic,no snow,never affected,N+P,N+P,39,93,4,24,160,96,156,25,59.61538461538461,0.41935483870967744,24,15.384615384615385,11,1.7684056195995403,NA,NA,NA
sdl,2012,28,NA,28,mesic,no snow,never affected,N+P,N+P,51,69,14,0,134,86,120,42.5,57.49999999999999,0.7391304347826086,29,24.166666666666668,13,1.8383339283227584,NA,NA,NA
sdl,2012,29,NA,29,mesic,no snow,never affected,P,P,95,47,13,0,155,87,142,66.90140845070422,33.098591549295776,2.021276595744681,28,19.718309859154928,17,2.2479490192670943,NA,NA,NA
sdl,2012,30,NA,30,mesic,no snow,never affected,P,P,95,48,8,0,151,92,143,66.43356643356644,33.56643356643357,1.9791666666666667,24,16.783216783216783,19,2.248195713877143,NA,NA,NA
sdl,2012,31,NA,31,mesic,no snow,never affected,P,P,75,53,14,0,142,86,128,58.59375,41.40625,1.4150943396226414,35,27.34375,20,2.2518110172225856,NA,NA,NA
sdl,2012,32,NA,32,mesic,no snow,never affected,P,P,68,70,20,0,158,80,138,49.275362318840585,50.72463768115942,0.9714285714285714,28,20.28985507246377,17,2.0981526276451277,NA,NA,NA
sdl,2012,33,NA,33,wet,snow,in snowfield,C,C,67,45,14,0,126,86,112,59.82142857142857,40.17857142857143,1.488888888888889,53,47.32142857142857,10,1.4975040653563663,NA,NA,NA
sdl,2012,34,NA,34,wet,snow,in snowfield,C,C,118,16,2,0,136,98,134,88.05970149253731,11.940298507462686,7.375,47,35.07462686567165,12,1.9163871855145034,NA,NA,NA
sdl,2012,35,NA,35,wet,snow,in snowfield,C,C,75,19,31,0,125,69,94,79.7872340425532,20.212765957446805,3.9473684210526314,30,31.914893617021278,8,1.7561714388920997,NA,NA,NA
sdl,2012,36,NA,36,wet,snow,in snowfield,C,C,65,48,18,0,131,82,113,57.52212389380531,42.47787610619469,1.3541666666666667,6,5.3097345132743365,13,1.8098621680926692,NA,NA,NA
sdl,2012,37,NA,37,wet,snow,in snowfield,N,N,11,80,18,0,109,82,91,12.087912087912088,87.91208791208791,0.1375,0,0,8,0.944932405660256,NA,NA,NA
sdl,2012,38,NA,38,wet,snow,in snowfield,N,N,22,90,9,0,121,91,112,19.642857142857142,80.35714285714286,0.24444444444444444,0,0,7,0.8454133876977968,NA,NA,NA
sdl,2012,39,NA,39,wet,snow,in snowfield,N,N,41,88,10,0,139,90,129,31.782945736434108,68.21705426356588,0.4659090909090909,12,9.30232558139535,9,1.2245467655951396,NA,NA,NA
sdl,2012,40,NA,40,wet,snow,in snowfield,N,N,23,97,5,0,125,95,120,19.166666666666668,80.83333333333333,0.23711340206185566,4,3.3333333333333335,7,0.7835504475449852,NA,NA,NA
sdl,2012,41,NA,41,wet,snow,in snowfield,N+P,N+P,28,104,4,0,136,96,132,21.21212121212121,78.78787878787878,0.2692307692307692,8,6.0606060606060606,5,0.8694459578568247,NA,NA,NA
sdl,2012,42,NA,42,wet,snow,in snowfield,N+P,N+P,4,114,5,0,123,95,118,3.389830508474576,96.61016949152543,0.03508771929824561,0,0,7,1.0167473471296116,NA,NA,NA
sdl,2012,43,NA,43,wet,snow,in snowfield,N+P,N+P,7,90,5,0,102,95,97,7.216494845360824,92.78350515463917,0.07777777777777778,0,0,6,0.4714402761403803,NA,NA,NA
sdl,2012,44,NA,44,wet,snow,in snowfield,N+P,N+P,5,89,8,0,102,92,94,5.319148936170213,94.68085106382979,0.056179775280898875,0,0,6,0.449189048907634,NA,NA,NA
sdl,2012,45,NA,45,wet,snow,in snowfield,P,P,86,28,16,0,130,84,114,75.43859649122807,24.561403508771928,3.0714285714285716,36,31.57894736842105,12,2.0541023433567114,NA,NA,NA
sdl,2012,46,NA,46,wet,snow,in snowfield,P,P,70,43,17,0,130,83,113,61.94690265486725,38.05309734513274,1.627906976744186,32,28.31858407079646,15,2.1706870087715475,NA,NA,NA
sdl,2012,47,NA,47,wet,snow,in snowfield,P,P,85,69,11,0,165,89,154,55.1948051948052,44.8051948051948,1.2318840579710144,27,17.532467532467532,16,2.2371204557352193,NA,NA,NA
sdl,2012,48,NA,48,wet,snow,in snowfield,P,P,37,62,23,0,122,77,99,37.37373737373738,62.62626262626263,0.5967741935483871,20,20.2020202020202,10,1.6617126912081797,NA,NA,NA
sdl,2012,49,NA,49,dry,snow,in snowfence area,C,C,109,24,13,0,146,87,133,81.95488721804512,18.045112781954884,4.541666666666667,32,24.06015037593985,24,2.6563298189847844,NA,NA,NA
sdl,2012,50,NA,50,dry,snow,in snowfence area,C,C,79,53,8,0,140,92,132,59.84848484848485,40.15151515151515,1.490566037735849,39,29.545454545454547,14,1.7284865896249975,NA,NA,NA
sdl,2012,51,NA,51,dry,snow,in snowfence area,C,C,108,29,13,0,150,87,137,78.83211678832117,21.16788321167883,3.7241379310344827,36,26.277372262773724,17,2.184736401877562,NA,NA,NA
sdl,2012,52,NA,52,dry,snow,in snowfence area,C,C,82,20,31,0,133,69,102,80.3921568627451,19.607843137254903,4.1,10,9.803921568627452,16,2.1895502692852453,NA,NA,NA
sdl,2012,53,NA,53,dry,snow,in snowfence area,N,N,30,53,19,0,102,81,83,36.144578313253014,63.85542168674698,0.5660377358490566,26,31.32530120481928,6,0.8629854101240559,NA,NA,NA
sdl,2012,54,NA,54,dry,snow,in snowfence area,N,N,38,109,2,0,149,98,147,25.850340136054424,74.14965986394559,0.3486238532110092,17,11.564625850340136,9,1.2788139496359747,NA,NA,NA
sdl,2012,55,NA,55,dry,snow,in snowfence area,N,N,82,27,24,0,133,76,109,75.22935779816514,24.770642201834864,3.037037037037037,12,11.009174311926607,16,2.28528870952539,NA,NA,NA
sdl,2012,56,NA,56,dry,snow,in snowfence area,N,N,105,22,14,0,141,86,127,82.67716535433071,17.322834645669293,4.7727272727272725,35,27.559055118110237,19,2.4496088905404387,NA,NA,NA
sdl,2012,57,NA,57,dry,snow,in snowfence area,N+P,N+P,62,59,10,0,131,90,121,51.2396694214876,48.760330578512395,1.0508474576271187,32,26.446280991735538,13,1.9947557018281854,NA,NA,NA
sdl,2012,58,NA,58,dry,snow,in snowfence area,N+P,N+P,69,88,3,0,160,97,157,43.94904458598726,56.05095541401274,0.7840909090909091,42,26.751592356687897,11,1.547564823351736,NA,NA,NA
sdl,2012,59,NA,59,dry,snow,in snowfence area,N+P,N+P,127,15,6,0,148,94,142,89.43661971830986,10.56338028169014,8.466666666666667,61,42.95774647887324,19,1.7695050074774603,NA,NA,NA
sdl,2012,60,NA,60,dry,snow,in snowfence area,N+P,N+P,72,43,19,0,134,81,115,62.60869565217392,37.391304347826086,1.6744186046511629,47,40.869565217391305,12,1.8305803968184637,NA,NA,NA
sdl,2012,61,NA,61,dry,snow,in snowfence area,P,P,61,7,40,0,108,60,68,89.70588235294117,10.294117647058822,8.714285714285714,32,47.05882352941176,9,1.55313829345425,NA,NA,NA
sdl,2012,62,NA,62,dry,snow,snowfence recovery,P,P,111,44,10,0,165,90,155,71.61290322580646,28.387096774193548,2.522727272727273,48,30.967741935483872,18,1.978540958000706,NA,NA,NA
sdl,2012,63,NA,63,dry,snow,snowfence recovery,P,P,97,66,15,0,178,85,163,59.50920245398773,40.49079754601227,1.4696969696969697,29,17.791411042944784,15,2.199653072463609,NA,NA,NA
sdl,2012,64,NA,64,dry,snow,snowfence recovery,P,P,116,16,18,0,150,82,132,87.87878787878788,12.121212121212121,7.25,22,16.666666666666664,22,2.6199992354265755,NA,NA,NA
sdl,2012,65,NA,65,mesic,snow,in snowfence area,C,C,104,41,9,0,154,91,145,71.72413793103448,28.27586206896552,2.5365853658536586,53,36.55172413793103,15,1.9317813743720127,NA,NA,NA
sdl,2012,66,NA,66,mesic,snow,in snowfence area,C,C,72,34,22,0,128,78,106,67.9245283018868,32.075471698113205,2.1176470588235294,10,9.433962264150944,16,2.349906954382659,NA,NA,NA
sdl,2012,67,NA,67,mesic,snow,in snowfence area,C,C,78,39,14,0,131,86,117,66.66666666666666,33.33333333333333,2,13,11.11111111111111,13,2.0462604052214055,NA,NA,NA
sdl,2012,68,NA,68,mesic,snow,in snowfence area,C,C,132,19,16,0,167,84,151,87.41721854304636,12.582781456953644,6.947368421052632,13,8.609271523178808,25,2.5431609647770927,NA,NA,NA
sdl,2012,69,NA,69,mesic,snow,snowfence recovery,N,N,34,84,19,0,137,81,118,28.8135593220339,71.1864406779661,0.40476190476190477,6,5.084745762711865,12,1.5013839678335175,NA,NA,NA
sdl,2012,70,NA,70,mesic,snow,in snowfence area,N,N,44,73,18,0,135,82,117,37.60683760683761,62.39316239316239,0.6027397260273972,15,12.82051282051282,10,1.6747165464506233,NA,NA,NA
sdl,2012,71,NA,71,mesic,snow,in snowfence area,N,N,44,104,8,2,158,92,150,29.333333333333332,69.33333333333334,0.4230769230769231,25,16.666666666666664,12,1.6467523753209816,NA,NA,NA
sdl,2012,72,NA,72,mesic,snow,in snowfence area,N,N,53,53,20,4,130,80,110,48.18181818181818,48.18181818181818,1,30,27.27272727272727,9,1.4223167559495884,NA,NA,NA
sdl,2012,73,NA,73,mesic,snow,in snowfence area,N+P,N+P,49,119,2,0,170,98,168,29.166666666666668,70.83333333333334,0.4117647058823529,35,20.833333333333336,7,1.2690563936863082,NA,NA,NA
sdl,2012,74,NA,74,mesic,snow,snowfence recovery,N+P,N+P,33,95,5,0,133,95,128,25.78125,74.21875,0.3473684210526316,21,16.40625,11,1.1157671717927449,NA,NA,NA
sdl,2012,75,NA,75,mesic,snow,snowfence recovery,N+P,N+P,93,57,8,0,158,92,150,62,38,1.631578947368421,46,30.666666666666664,17,2.0232521358227005,NA,NA,NA
sdl,2012,76,NA,76,mesic,snow,snowfence recovery,N+P,N+P,64,79,4,0,147,96,143,44.75524475524475,55.24475524475524,0.810126582278481,53,37.06293706293706,7,1.0546246278593638,NA,NA,NA
sdl,2012,77,NA,77,mesic,snow,snowfence recovery,P,P,96,36,13,0,145,87,132,72.72727272727273,27.27272727272727,2.6666666666666665,44,33.33333333333333,16,1.96851582589654,NA,NA,NA
sdl,2012,78,NA,78,mesic,snow,snowfence recovery,P,P,59,81,5,0,145,95,140,42.142857142857146,57.85714285714286,0.7283950617283951,33,23.57142857142857,11,1.5962412356864968,NA,NA,NA
sdl,2012,79,NA,79,mesic,snow,snowfence recovery,P,P,76,64,15,8,163,85,148,51.35135135135135,43.24324324324324,1.1875,24,16.216216216216218,13,2.028723704856203,NA,NA,NA
sdl,2012,80,NA,80,mesic,snow,in snowfence area,P,P,97,55,12,0,164,88,152,63.81578947368421,36.18421052631579,1.7636363636363637,28,18.421052631578945,18,2.2323842954981874,NA,NA,NA
sdl,2016,1,NA,1,dry,no snow,never affected,C,C,70,60,2,0,132,98,130,53.84615384615385,46.15384615384615,1.1666666666666667,19,14.615384615384617,NA,NA,NA,NA,NA
sdl,2016,2,NA,2,dry,no snow,never affected,C,C,112,43,0,0,155,100,155,72.25806451612902,27.741935483870968,2.604651162790698,27,17.419354838709676,NA,NA,NA,NA,NA
sdl,2016,3,NA,3,dry,no snow,never affected,C,C,69,43,17,0,129,83,112,61.60714285714286,38.392857142857146,1.6046511627906976,22,19.642857142857142,NA,NA,NA,NA,NA
sdl,2016,4,NA,4,dry,no snow,never affected,C,C,77,48,17,0,142,83,125,61.6,38.4,1.6041666666666667,7,5.6000000000000005,NA,NA,NA,NA,NA
sdl,2016,5,NA,5,dry,no snow,never affected,N,N,41,46,23,0,110,77,87,47.12643678160919,52.87356321839081,0.8913043478260869,15,17.24137931034483,NA,NA,NA,NA,NA
sdl,2016,6,NA,6,dry,no snow,never affected,N,N,41,57,14,7,119,86,105,39.04761904761905,54.285714285714285,0.7192982456140351,21,20,NA,NA,NA,NA,NA
sdl,2016,7,NA,7,dry,no snow,never affected,N,N,37,37,29,0,103,71,74,50,50,1,14,18.91891891891892,NA,NA,NA,NA,NA
sdl,2016,8,NA,8,dry,no snow,never affected,N,N,46,47,25,0,118,75,93,49.46236559139785,50.53763440860215,0.9787234042553191,15,16.129032258064516,NA,NA,NA,NA,NA
sdl,2016,9,NA,9,dry,no snow,never affected,N+P,N+P,81,21,15,0,117,85,102,79.41176470588235,20.588235294117645,3.857142857142857,61,59.80392156862745,NA,NA,NA,NA,NA
sdl,2016,10,NA,10,dry,no snow,never affected,N+P,N+P,119,7,5,0,131,95,126,94.44444444444444,5.555555555555555,17,65,51.587301587301596,NA,NA,NA,NA,NA
sdl,2016,11,NA,11,dry,no snow,never affected,N+P,N+P,89,32,7,0,128,93,121,73.55371900826447,26.446280991735538,2.78125,36,29.75206611570248,NA,NA,NA,NA,NA
sdl,2016,12,NA,12,dry,no snow,never affected,N+P,N+P,84,48,5,0,137,95,132,63.63636363636363,36.36363636363637,1.75,26,19.696969696969695,NA,NA,NA,NA,NA
sdl,2016,13,NA,13,dry,no snow,never affected,P,P,57,65,3,0,125,97,122,46.72131147540984,53.278688524590166,0.8769230769230769,11,9.01639344262295,NA,NA,NA,NA,NA
sdl,2016,14,NA,14,dry,no snow,never affected,P,P,97,27,3,0,127,97,124,78.2258064516129,21.774193548387096,3.5925925925925926,22,17.741935483870968,NA,NA,NA,NA,NA
sdl,2016,15,NA,15,dry,no snow,never affected,P,P,43,29,35,0,107,65,72,59.72222222222222,40.27777777777778,1.4827586206896552,2,2.7777777777777777,NA,NA,NA,NA,NA
sdl,2016,16,NA,16,dry,no snow,never affected,P,P,25,73,12,0,110,88,98,25.510204081632654,74.48979591836735,0.3424657534246575,4,4.081632653061225,NA,NA,NA,NA,NA
sdl,2016,17,NA,17,mesic,no snow,never affected,C,C,119,45,2,0,166,98,164,72.5609756097561,27.439024390243905,2.6444444444444444,63,38.41463414634146,NA,NA,NA,NA,NA
sdl,2016,18,NA,18,mesic,no snow,never affected,C,C,91,9,5,58,163,95,158,57.59493670886076,5.69620253164557,10.11111111111111,19,12.025316455696203,NA,NA,NA,NA,NA
sdl,2016,19,NA,19,mesic,no snow,never affected,C,C,100,36,6,0,142,94,136,73.52941176470588,26.47058823529412,2.7777777777777777,30,22.058823529411764,NA,NA,NA,NA,NA
sdl,2016,20,NA,20,mesic,no snow,never affected,C,C,88,58,4,0,150,96,146,60.273972602739725,39.726027397260275,1.5172413793103448,64,43.83561643835616,NA,NA,NA,NA,NA
sdl,2016,21,NA,21,mesic,no snow,never affected,N,N,54,35,36,0,125,64,89,60.67415730337079,39.325842696629216,1.542857142857143,29,32.58426966292135,NA,NA,NA,NA,NA
sdl,2016,22,NA,22,mesic,no snow,never affected,N,N,112,32,7,0,151,93,144,77.77777777777779,22.22222222222222,3.5,68,47.22222222222222,NA,NA,NA,NA,NA
sdl,2016,23,NA,23,mesic,no snow,never affected,N,N,65,77,6,0,148,94,142,45.774647887323944,54.22535211267606,0.8441558441558441,53,37.32394366197183,NA,NA,NA,NA,NA
sdl,2016,24,NA,24,mesic,no snow,never affected,N,N,52,119,1,0,172,99,171,30.409356725146196,69.5906432748538,0.4369747899159664,30,17.543859649122805,NA,NA,NA,NA,NA
sdl,2016,25,NA,25,mesic,no snow,never affected,N+P,N+P,85,89,1,0,175,99,174,48.85057471264368,51.14942528735632,0.9550561797752809,66,37.93103448275862,NA,NA,NA,NA,NA
sdl,2016,26,NA,26,mesic,no snow,never affected,N+P,N+P,58,99,0,0,157,100,157,36.94267515923567,63.05732484076433,0.5858585858585859,49,31.210191082802545,NA,NA,NA,NA,NA
sdl,2016,27,NA,27,mesic,no snow,never affected,N+P,N+P,29,97,1,26,153,99,152,19.078947368421055,63.81578947368421,0.29896907216494845,24,15.789473684210526,NA,NA,NA,NA,NA
sdl,2016,28,NA,28,mesic,no snow,never affected,N+P,N+P,59,76,7,0,142,93,135,43.7037037037037,56.2962962962963,0.7763157894736842,33,24.444444444444443,NA,NA,NA,NA,NA
sdl,2016,29,NA,29,mesic,no snow,never affected,P,P,86,40,14,0,140,86,126,68.25396825396825,31.746031746031743,2.15,27,21.428571428571427,NA,NA,NA,NA,NA
sdl,2016,30,NA,30,mesic,no snow,never affected,P,P,124,41,0,3,168,100,168,73.80952380952381,24.404761904761905,3.024390243902439,41,24.404761904761905,NA,NA,NA,NA,NA
sdl,2016,31,NA,31,mesic,no snow,never affected,P,P,118,44,3,0,165,97,162,72.8395061728395,27.160493827160494,2.6818181818181817,50,30.864197530864196,NA,NA,NA,NA,NA
sdl,2016,32,NA,32,mesic,no snow,never affected,P,P,62,89,4,0,155,96,151,41.05960264900662,58.94039735099338,0.6966292134831461,20,13.245033112582782,NA,NA,NA,NA,NA
sdl,2016,49,NA,49,dry,snow,in snowfence area,C,C,81,24,19,0,124,81,105,77.14285714285715,22.857142857142858,3.375,35,33.33333333333333,NA,NA,NA,NA,NA
sdl,2016,50,NA,50,dry,snow,in snowfence area,C,C,62,62,10,0,134,90,124,50,50,1,38,30.64516129032258,NA,NA,NA,NA,NA
sdl,2016,51,NA,51,dry,snow,in snowfence area,C,C,77,32,15,1,125,85,110,70,29.09090909090909,2.40625,36,32.72727272727273,NA,NA,NA,NA,NA
sdl,2016,52,NA,52,dry,snow,in snowfence area,C,C,105,19,7,0,131,93,124,84.67741935483872,15.32258064516129,5.526315789473684,21,16.93548387096774,NA,NA,NA,NA,NA
sdl,2016,53,NA,53,dry,snow,in snowfence area,N,N,38,69,13,0,120,87,107,35.51401869158878,64.48598130841121,0.5507246376811594,14,13.084112149532709,NA,NA,NA,NA,NA
sdl,2016,54,NA,54,dry,snow,in snowfence area,N,N,14,84,16,0,114,84,98,14.285714285714285,85.71428571428571,0.16666666666666666,7,7.142857142857142,NA,NA,NA,NA,NA
sdl,2016,55,NA,55,dry,snow,in snowfence area,N,N,80,23,17,0,120,83,103,77.66990291262135,22.330097087378643,3.4782608695652173,8,7.766990291262135,NA,NA,NA,NA,NA
sdl,2016,56,NA,56,dry,snow,in snowfence area,N,N,92,11,18,0,121,82,103,89.32038834951457,10.679611650485436,8.363636363636363,29,28.155339805825243,NA,NA,NA,NA,NA
sdl,2016,57,NA,57,dry,snow,in snowfence area,N+P,N+P,37,59,10,0,106,90,96,38.54166666666667,61.458333333333336,0.6271186440677966,27,28.125,NA,NA,NA,NA,NA
sdl,2016,58,NA,58,dry,snow,in snowfence area,N+P,N+P,50,61,10,0,121,90,111,45.04504504504504,54.95495495495496,0.819672131147541,41,36.93693693693694,NA,NA,NA,NA,NA
sdl,2016,59,NA,59,dry,snow,in snowfence area,N+P,N+P,125,14,2,0,141,98,139,89.92805755395683,10.071942446043165,8.928571428571429,76,54.67625899280576,NA,NA,NA,NA,NA
sdl,2016,60,NA,60,dry,snow,in snowfence area,N+P,N+P,73,24,16,0,113,84,97,75.25773195876289,24.742268041237114,3.0416666666666665,56,57.73195876288659,NA,NA,NA,NA,NA
sdl,2016,61,NA,61,dry,snow,in snowfence area,P,P,55,35,27,0,117,73,90,61.111111111111114,38.88888888888889,1.5714285714285714,23,25.555555555555554,NA,NA,NA,NA,NA
sdl,2016,62,NA,62,dry,snow,snowfence recovery,P,P,95,47,6,0,148,94,142,66.90140845070422,33.098591549295776,2.021276595744681,51,35.91549295774648,NA,NA,NA,NA,NA
sdl,2016,63,NA,63,dry,snow,snowfence recovery,P,P,107,33,8,0,148,92,140,76.42857142857142,23.57142857142857,3.242424242424242,37,26.42857142857143,NA,NA,NA,NA,NA
sdl,2016,64,NA,64,dry,snow,snowfence recovery,P,P,76,8,29,0,113,71,84,90.47619047619048,9.523809523809524,9.5,18,21.428571428571427,NA,NA,NA,NA,NA
sdl,2016,65,NA,65,mesic,snow,in snowfence area,C,C,106,47,7,0,160,93,153,69.28104575163398,30.718954248366014,2.25531914893617,63,41.17647058823529,NA,NA,NA,NA,NA
sdl,2016,66,NA,66,mesic,snow,in snowfence area,C,C,61,47,21,2,131,79,110,55.45454545454545,42.72727272727273,1.297872340425532,20,18.181818181818183,NA,NA,NA,NA,NA
sdl,2016,67,NA,67,mesic,snow,in snowfence area,C,C,51,46,14,15,126,86,112,45.535714285714285,41.07142857142857,1.108695652173913,11,9.821428571428571,NA,NA,NA,NA,NA
sdl,2016,68,NA,68,mesic,snow,in snowfence area,C,C,96,29,14,0,139,86,125,76.8,23.200000000000003,3.310344827586207,2,1.6,NA,NA,NA,NA,NA
sdl,2016,69,NA,69,mesic,snow,snowfence recovery,N,N,35,93,7,0,135,93,128,27.34375,72.65625,0.3763440860215054,8,6.25,NA,NA,NA,NA,NA
sdl,2016,70,NA,70,mesic,snow,in snowfence area,N,N,80,46,13,2,141,87,128,62.5,35.9375,1.7391304347826086,36,28.125,NA,NA,NA,NA,NA
sdl,2016,71,NA,71,mesic,snow,in snowfence area,N,N,51,91,3,2,147,97,144,35.41666666666667,63.19444444444444,0.5604395604395604,27,18.75,NA,NA,NA,NA,NA
sdl,2016,72,NA,72,mesic,snow,in snowfence area,N,N,54,38,31,2,125,69,94,57.446808510638306,40.42553191489361,1.4210526315789473,34,36.17021276595745,NA,NA,NA,NA,NA
sdl,2016,73,NA,73,mesic,snow,in snowfence area,N+P,N+P,50,94,1,0,145,99,144,34.72222222222222,65.27777777777779,0.5319148936170213,36,25,NA,NA,NA,NA,NA
sdl,2016,74,NA,74,mesic,snow,snowfence recovery,N+P,N+P,31,99,0,0,130,100,130,23.846153846153847,76.15384615384615,0.31313131313131315,22,16.923076923076923,NA,NA,NA,NA,NA
sdl,2016,75,NA,75,mesic,snow,snowfence recovery,N+P,N+P,74,71,6,0,151,94,145,51.03448275862069,48.96551724137931,1.0422535211267605,41,28.27586206896552,NA,NA,NA,NA,NA
sdl,2016,76,NA,76,mesic,snow,snowfence recovery,N+P,N+P,59,92,1,0,152,99,151,39.0728476821192,60.9271523178808,0.6413043478260869,51,33.77483443708609,NA,NA,NA,NA,NA
sdl,2016,77,NA,77,mesic,snow,snowfence recovery,P,P,131,56,1,0,188,99,187,70.05347593582889,29.946524064171122,2.3392857142857144,64,34.22459893048128,NA,NA,NA,NA,NA
sdl,2016,78,NA,78,mesic,snow,snowfence recovery,P,P,80,88,0,0,168,100,168,47.61904761904761,52.38095238095239,0.9090909090909091,43,25.595238095238095,NA,NA,NA,NA,NA
sdl,2016,79,NA,79,mesic,snow,snowfence recovery,P,P,89,77,0,6,172,100,172,51.74418604651163,44.76744186046512,1.155844155844156,24,13.953488372093023,NA,NA,NA,NA,NA
sdl,2016,80,NA,80,mesic,snow,in snowfence area,P,P,77,39,12,0,128,88,116,66.37931034482759,33.62068965517241,1.9743589743589745,38,32.758620689655174,NA,NA,NA,NA,NA
sdl,2016,81,NA,81,mesic,snow,snowfence recovery,C,C,76,69,6,0,151,94,145,52.41379310344828,47.58620689655172,1.1014492753623188,26,17.93103448275862,NA,NA,NA,NA,NA
sdl,2016,82,NA,82,mesic,snow,snowfence recovery,C,C,96,43,9,0,148,91,139,69.06474820143885,30.935251798561154,2.2325581395348837,35,25.179856115107913,NA,NA,NA,NA,NA
sdl,2016,83,NA,83,mesic,snow,snowfence recovery,C,C,57,72,10,0,139,90,129,44.18604651162791,55.81395348837209,0.7916666666666666,18,13.953488372093023,NA,NA,NA,NA,NA
sdl,2016,84,NA,84,dry,snow,snowfence recovery,C,C,102,4,25,0,131,75,106,96.22641509433963,3.7735849056603774,25.5,17,16.037735849056602,NA,NA,NA,NA,NA
sdl,2016,85,NA,85,dry,snow,snowfence recovery,C,C,100,6,20,0,126,80,106,94.33962264150944,5.660377358490567,16.666666666666668,10,9.433962264150944,NA,NA,NA,NA,NA
sdl,2016,86,NA,86,dry,snow,snowfence recovery,C,C,69,38,14,0,121,86,107,64.48598130841121,35.51401869158878,1.8157894736842106,47,43.925233644859816,NA,NA,NA,NA,NA
