site,surveydate,plot,jgs_plot,trt,meadow,snow,clean_code2,hits
sdl,2005-07-28,55,"864, 472 (NN)",N,dry,snow,POAL2,5
sdl,2005-07-28,55,"864, 472 (NN)",N,dry,snow,POBI6,1
sdl,2005-07-28,55,"864, 472 (NN)",N,dry,snow,PODI2,1
sdl,2005-07-28,55,"864, 472 (NN)",N,dry,snow,STLO2,3
sdl,2005-07-28,55,"864, 472 (NN)",N,dry,snow,TRPAP,7
sdl,2005-07-28,56,"413, 455 (NN)",N,dry,snow,2LTR,12
sdl,2005-07-28,56,"413, 455 (NN)",N,dry,snow,ALGE,5
sdl,2005-07-28,56,"413, 455 (NN)",N,dry,snow,ARSC,15
sdl,2005-07-28,56,"413, 455 (NN)",N,dry,snow,ERSI3,9
sdl,2005-07-28,56,"413, 455 (NN)",N,dry,snow,GERO2,7
sdl,2005-07-28,56,"413, 455 (NN)",N,dry,snow,NOFEG,0.25
sdl,2005-07-28,56,"413, 455 (NN)",N,dry,snow,ORALA,1
sdl,2005-07-28,56,"413, 455 (NN)",N,dry,snow,POBI6,2
sdl,2005-07-28,56,"413, 455 (NN)",N,dry,snow,POVI3,2
sdl,2005-07-28,56,"413, 455 (NN)",N,dry,snow,STLO2,8
sdl,2005-07-28,57,"868, 466 (NP)",N+P,dry,snow,2LTR,9
sdl,2005-07-28,57,"868, 466 (NP)",N+P,dry,snow,ARSC,1
sdl,2005-07-28,57,"868, 466 (NP)",N+P,dry,snow,CAREX,28
sdl,2005-07-28,57,"868, 466 (NP)",N+P,dry,snow,DECE,10
sdl,2005-07-28,57,"868, 466 (NP)",N+P,dry,snow,GERO2,10
sdl,2005-07-28,57,"868, 466 (NP)",N+P,dry,snow,LEPY2,0.25
sdl,2005-07-28,57,"868, 466 (NP)",N+P,dry,snow,MELA3,0.25
sdl,2005-07-28,57,"868, 466 (NP)",N+P,dry,snow,ORALA,0.25
sdl,2005-07-28,57,"868, 466 (NP)",N+P,dry,snow,POBI6,1
sdl,2005-07-28,57,"868, 466 (NP)",N+P,dry,snow,TRPAP,5
sdl,2005-07-28,58,"894, 461 (NP)",N+P,dry,snow,2GRAM,4
sdl,2005-07-28,58,"894, 461 (NP)",N+P,dry,snow,2LTR,18
sdl,2005-07-28,58,"894, 461 (NP)",N+P,dry,snow,ARSC,0.25
sdl,2005-07-28,58,"894, 461 (NP)",N+P,dry,snow,CASC12,22
sdl,2005-07-28,58,"894, 461 (NP)",N+P,dry,snow,DECE,0.25
sdl,2005-07-28,58,"894, 461 (NP)",N+P,dry,snow,ERSI3,0.25
sdl,2005-07-28,58,"894, 461 (NP)",N+P,dry,snow,GERO2,8
sdl,2005-07-28,58,"894, 461 (NP)",N+P,dry,snow,ORALA,0.25
sdl,2005-07-28,58,"894, 461 (NP)",N+P,dry,snow,POBI6,0.25
sdl,2005-07-28,58,"894, 461 (NP)",N+P,dry,snow,POVI3,0.25
sdl,2005-07-28,58,"894, 461 (NP)",N+P,dry,snow,TRPAP,5
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,2LTR,2
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,ALGE,2
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,ARSC,20
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,CAREX,1
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,DECE,0.25
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,ERSI3,6
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,FESTU,1
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,GERO2,18
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,ORALA,1
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,POA,1
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,POAL2,2
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,POBI6,3
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,POGL,1
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,POVI3,1
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,RHIN11,0.25
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,STLO2,13
sdl,2005-07-28,59,"866, 456 (NP)",N+P,dry,snow,TRSP2,2
sdl,2005-07-28,60,"869, 454 (NP)",N+P,dry,snow,2GRAM,1
sdl,2005-07-28,60,"869, 454 (NP)",N+P,dry,snow,2LTR,21
sdl,2005-07-28,60,"869, 454 (NP)",N+P,dry,snow,ALGE,1
sdl,2005-07-28,60,"869, 454 (NP)",N+P,dry,snow,ARSC,2
sdl,2005-07-28,60,"869, 454 (NP)",N+P,dry,snow,CAOC4,0.25
sdl,2005-07-28,60,"869, 454 (NP)",N+P,dry,snow,ERSI3,2
sdl,2005-07-28,60,"869, 454 (NP)",N+P,dry,snow,FESTU,3
sdl,2005-07-28,60,"869, 454 (NP)",N+P,dry,snow,GERO2,13
sdl,2005-07-28,60,"869, 454 (NP)",N+P,dry,snow,ORALA,1
sdl,2005-07-28,60,"869, 454 (NP)",N+P,dry,snow,POGL,2
sdl,2005-07-28,60,"869, 454 (NP)",N+P,dry,snow,STLO2,4
sdl,2005-07-28,60,"869, 454 (NP)",N+P,dry,snow,TRPAP,3
sdl,2005-07-28,60,"869, 454 (NP)",N+P,dry,snow,TRSP2,4
sdl,2005-07-28,61,"400, 467 (PP)",P,dry,snow,2LTR,11
sdl,2005-07-28,61,"400, 467 (PP)",P,dry,snow,ALGE,5
sdl,2005-07-28,61,"400, 467 (PP)",P,dry,snow,ARSC,2
sdl,2005-07-28,61,"400, 467 (PP)",P,dry,snow,CASC12,0.25
sdl,2005-07-28,61,"400, 467 (PP)",P,dry,snow,DECE,1
sdl,2005-07-28,61,"400, 467 (PP)",P,dry,snow,ERSI3,2
sdl,2005-07-28,61,"400, 467 (PP)",P,dry,snow,GERO2,28
sdl,2005-07-28,61,"400, 467 (PP)",P,dry,snow,POBI6,0.25
sdl,2005-07-28,61,"400, 467 (PP)",P,dry,snow,PODI2,1
sdl,2005-07-28,61,"400, 467 (PP)",P,dry,snow,POVI3,5
sdl,2005-07-28,61,"400, 467 (PP)",P,dry,snow,RHIN11,0.25
sdl,2005-07-28,61,"400, 467 (PP)",P,dry,snow,TRPAP,12
sdl,2005-07-28,62,"416, 462 (PP)",P,dry,snow,2GRAM,4
sdl,2005-07-28,62,"416, 462 (PP)",P,dry,snow,2LTR,4
sdl,2005-07-28,62,"416, 462 (PP)",P,dry,snow,ARSC,1
sdl,2005-07-28,62,"416, 462 (PP)",P,dry,snow,CAOC4,1
sdl,2005-07-28,62,"416, 462 (PP)",P,dry,snow,DECE,19
sdl,2005-07-28,62,"416, 462 (PP)",P,dry,snow,ERSI3,1
sdl,2005-07-28,62,"416, 462 (PP)",P,dry,snow,GERO2,23
sdl,2005-07-28,62,"416, 462 (PP)",P,dry,snow,NOFEG,1
sdl,2005-07-28,62,"416, 462 (PP)",P,dry,snow,POBI6,0.25
sdl,2005-07-28,62,"416, 462 (PP)",P,dry,snow,POVI3,3
sdl,2005-07-28,62,"416, 462 (PP)",P,dry,snow,TRPAP,4
sdl,2005-07-28,62,"416, 462 (PP)",P,dry,snow,TRSP2,3
sdl,2005-07-28,63,"414, 463, 399 (PP)",P,dry,snow,2BARE,4
sdl,2005-07-28,63,"414, 463, 399 (PP)",P,dry,snow,2GRAM,11
sdl,2005-07-28,63,"414, 463, 399 (PP)",P,dry,snow,2LTR,2
sdl,2005-07-28,63,"414, 463, 399 (PP)",P,dry,snow,ALGE,1
sdl,2005-07-28,63,"414, 463, 399 (PP)",P,dry,snow,ARSC,7
sdl,2005-07-28,63,"414, 463, 399 (PP)",P,dry,snow,CAOC4,0.25
sdl,2005-07-28,63,"414, 463, 399 (PP)",P,dry,snow,DECE,25
sdl,2005-07-28,63,"414, 463, 399 (PP)",P,dry,snow,ERSI3,2
sdl,2005-07-28,63,"414, 463, 399 (PP)",P,dry,snow,FESTU,1
sdl,2005-07-28,63,"414, 463, 399 (PP)",P,dry,snow,GERO2,12
sdl,2005-07-28,63,"414, 463, 399 (PP)",P,dry,snow,ORALA,2
sdl,2005-07-28,63,"414, 463, 399 (PP)",P,dry,snow,POAL2,0.25
sdl,2005-07-28,63,"414, 463, 399 (PP)",P,dry,snow,POBI6,1
sdl,2005-07-28,63,"414, 463, 399 (PP)",P,dry,snow,POVI3,2
sdl,2005-07-28,63,"414, 463, 399 (PP)",P,dry,snow,TRPAP,15
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,2LTR,21
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,ALGE,2
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,ARSC,2
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,CAOC4,0.25
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,ERSI3,1
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,GERO2,17
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,MELA3,1
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,MIOB2,1
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,NOFEG,4
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,POBI6,0.25
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,POGL,2
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,POVI3,0.25
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,STLO2,1
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,TRDA2,0.25
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,TRPAP,4
sdl,2005-07-28,64,"412, 453 (PP)",P,dry,snow,TRSP2,1
sdl,2005-07-27,65,"885, 476 (CC)",C,mesic,snow,2BARE,3
sdl,2005-07-27,65,"885, 476 (CC)",C,mesic,snow,2LTR,5
sdl,2005-07-27,65,"885, 476 (CC)",C,mesic,snow,ALGE,1
sdl,2005-07-27,65,"885, 476 (CC)",C,mesic,snow,ARSC,0.25
sdl,2005-07-27,65,"885, 476 (CC)",C,mesic,snow,CAOC4,0.25
sdl,2005-07-27,65,"885, 476 (CC)",C,mesic,snow,DECE,26
sdl,2005-07-27,65,"885, 476 (CC)",C,mesic,snow,ERSI3,2
sdl,2005-07-27,65,"885, 476 (CC)",C,mesic,snow,GERO2,20
sdl,2005-07-27,65,"885, 476 (CC)",C,mesic,snow,POBI6,0.25
sdl,2005-07-27,65,"885, 476 (CC)",C,mesic,snow,PODI2,1
sdl,2005-07-27,65,"885, 476 (CC)",C,mesic,snow,POVI3,1
sdl,2005-07-27,65,"885, 476 (CC)",C,mesic,snow,TRPAP,6
sdl,2005-07-28,66,"883, 474 (CC)",C,mesic,snow,2GRAM,1
sdl,2005-07-28,66,"883, 474 (CC)",C,mesic,snow,2LTR,12
sdl,2005-07-28,66,"883, 474 (CC)",C,mesic,snow,ALGE,7
sdl,2005-07-28,66,"883, 474 (CC)",C,mesic,snow,ARSC,0.25
sdl,2005-07-28,66,"883, 474 (CC)",C,mesic,snow,CALE4,7
sdl,2005-07-28,66,"883, 474 (CC)",C,mesic,snow,CASC12,6
sdl,2005-07-28,66,"883, 474 (CC)",C,mesic,snow,FESTU,2
sdl,2005-07-28,66,"883, 474 (CC)",C,mesic,snow,GERO2,11
sdl,2005-07-28,66,"883, 474 (CC)",C,mesic,snow,NOFEG,0.25
sdl,2005-07-28,66,"883, 474 (CC)",C,mesic,snow,POAL2,2
sdl,2005-07-28,66,"883, 474 (CC)",C,mesic,snow,POBI6,2
sdl,2005-07-28,66,"883, 474 (CC)",C,mesic,snow,POVI3,4
sdl,2005-07-28,66,"883, 474 (CC)",C,mesic,snow,TRPAP,13
sdl,2005-07-28,67,"882, 475 (CC)",C,mesic,snow,2LTR,3
sdl,2005-07-28,67,"882, 475 (CC)",C,mesic,snow,ALGE,2
sdl,2005-07-28,67,"882, 475 (CC)",C,mesic,snow,ARSC,7
sdl,2005-07-28,67,"882, 475 (CC)",C,mesic,snow,CALE4,22
sdl,2005-07-28,67,"882, 475 (CC)",C,mesic,snow,CASC12,5
sdl,2005-07-28,67,"882, 475 (CC)",C,mesic,snow,DECE,11
sdl,2005-07-28,67,"882, 475 (CC)",C,mesic,snow,GERO2,9
sdl,2005-07-28,67,"882, 475 (CC)",C,mesic,snow,POBI6,1
sdl,2005-07-28,67,"882, 475 (CC)",C,mesic,snow,POVI3,7
sdl,2005-07-28,67,"882, 475 (CC)",C,mesic,snow,TRPAP,8
sdl,2005-07-28,68,"887, 473 (CC)",C,mesic,snow,2BARE,7
sdl,2005-07-28,68,"887, 473 (CC)",C,mesic,snow,2LTR,14
sdl,2005-07-28,68,"887, 473 (CC)",C,mesic,snow,ALGE,9
sdl,2005-07-28,68,"887, 473 (CC)",C,mesic,snow,ARSC,7
sdl,2005-07-28,68,"887, 473 (CC)",C,mesic,snow,CAOC4,0.25
sdl,2005-07-28,68,"887, 473 (CC)",C,mesic,snow,DECE,3
sdl,2005-07-28,68,"887, 473 (CC)",C,mesic,snow,ERSI3,8
sdl,2005-07-28,68,"887, 473 (CC)",C,mesic,snow,MIOB2,0.25
sdl,2005-07-28,68,"887, 473 (CC)",C,mesic,snow,ORALA,4
sdl,2005-07-28,68,"887, 473 (CC)",C,mesic,snow,POGL,1
sdl,2005-07-28,68,"887, 473 (CC)",C,mesic,snow,POVI3,1
sdl,2005-07-28,68,"887, 473 (CC)",C,mesic,snow,SARH2,0.25
sdl,2005-07-28,68,"887, 473 (CC)",C,mesic,snow,SIACS2,0.25
sdl,2005-07-28,68,"887, 473 (CC)",C,mesic,snow,STLO2,1
sdl,2005-07-28,68,"887, 473 (CC)",C,mesic,snow,TRPAP,3
sdl,2005-07-27,70,"884, 484 (NN)",N,mesic,snow,2GRAM,2
sdl,2005-07-27,70,"884, 484 (NN)",N,mesic,snow,2LTR,14
sdl,2005-07-27,70,"884, 484 (NN)",N,mesic,snow,2MOSS,1
sdl,2005-07-27,70,"884, 484 (NN)",N,mesic,snow,ALGE,1
sdl,2005-07-27,70,"884, 484 (NN)",N,mesic,snow,CALE4,1
sdl,2005-07-27,70,"884, 484 (NN)",N,mesic,snow,CAREX,5
sdl,2005-07-27,70,"884, 484 (NN)",N,mesic,snow,DECE,3
sdl,2005-07-27,70,"884, 484 (NN)",N,mesic,snow,GERO2,12
sdl,2005-07-27,70,"884, 484 (NN)",N,mesic,snow,LEPY2,0.25
sdl,2005-07-27,70,"884, 484 (NN)",N,mesic,snow,POA,1
sdl,2005-07-27,70,"884, 484 (NN)",N,mesic,snow,POAL2,3
sdl,2005-07-27,70,"884, 484 (NN)",N,mesic,snow,POVI3,1
sdl,2005-07-27,70,"884, 484 (NN)",N,mesic,snow,SELA,0.25
sdl,2005-07-27,70,"884, 484 (NN)",N,mesic,snow,TRPAP,16
sdl,2005-07-28,71,"419, 483 (NN)",N,mesic,snow,2FORB,0.25
sdl,2005-07-28,71,"419, 483 (NN)",N,mesic,snow,2GRAM,1
sdl,2005-07-28,71,"419, 483 (NN)",N,mesic,snow,2LTR,7
sdl,2005-07-28,71,"419, 483 (NN)",N,mesic,snow,ARSC,7
sdl,2005-07-28,71,"419, 483 (NN)",N,mesic,snow,CASC12,13
sdl,2005-07-28,71,"419, 483 (NN)",N,mesic,snow,DECE,10
sdl,2005-07-28,71,"419, 483 (NN)",N,mesic,snow,GERO2,20
sdl,2005-07-28,71,"419, 483 (NN)",N,mesic,snow,POAL2,0.25
sdl,2005-07-28,71,"419, 483 (NN)",N,mesic,snow,SANI8,4
sdl,2005-07-28,71,"419, 483 (NN)",N,mesic,snow,STLO2,3
sdl,2005-07-28,71,"419, 483 (NN)",N,mesic,snow,TRPAP,6
sdl,2005-07-28,72,"880, 470 (NN)",N,mesic,snow,2GRAM,2
sdl,2005-07-28,72,"880, 470 (NN)",N,mesic,snow,2LTR,12
sdl,2005-07-28,72,"880, 470 (NN)",N,mesic,snow,ALGE,1
sdl,2005-07-28,72,"880, 470 (NN)",N,mesic,snow,CALE4,0.25
sdl,2005-07-28,72,"880, 470 (NN)",N,mesic,snow,DECE,17
sdl,2005-07-28,72,"880, 470 (NN)",N,mesic,snow,GERO2,22
sdl,2005-07-28,72,"880, 470 (NN)",N,mesic,snow,POAL2,0.25
sdl,2005-07-28,72,"880, 470 (NN)",N,mesic,snow,POVI3,0.25
sdl,2005-07-28,72,"880, 470 (NN)",N,mesic,snow,RHIN11,0.25
sdl,2005-07-28,72,"880, 470 (NN)",N,mesic,snow,TRPAP,4
sdl,2005-07-27,73,"877, 471 (NP)",N+P,mesic,snow,2LTR,3
sdl,2005-07-27,73,"877, 471 (NP)",N+P,mesic,snow,2RF,1
sdl,2005-07-27,73,"877, 471 (NP)",N+P,mesic,snow,ARSC,1
sdl,2005-07-27,73,"877, 471 (NP)",N+P,mesic,snow,CAREX,38
sdl,2005-07-27,73,"877, 471 (NP)",N+P,mesic,snow,DECE,16
sdl,2005-07-27,73,"877, 471 (NP)",N+P,mesic,snow,GERO2,15
sdl,2005-07-27,73,"877, 471 (NP)",N+P,mesic,snow,POBI6,1
sdl,2005-07-27,73,"877, 471 (NP)",N+P,mesic,snow,PODI2,0.25
sdl,2005-07-27,73,"877, 471 (NP)",N+P,mesic,snow,POVI3,1
sdl,2005-07-27,73,"877, 471 (NP)",N+P,mesic,snow,TRPAP,1
sdl,2005-07-27,74,"873, 481 (NP)",N+P,mesic,snow,2GRAM,0.25
sdl,2005-07-27,74,"873, 481 (NP)",N+P,mesic,snow,2LTR,11
sdl,2005-07-27,74,"873, 481 (NP)",N+P,mesic,snow,ARSC,1
sdl,2005-07-27,74,"873, 481 (NP)",N+P,mesic,snow,CAOC4,0.25
sdl,2005-07-27,74,"873, 481 (NP)",N+P,mesic,snow,CASC12,24
sdl,2005-07-27,74,"873, 481 (NP)",N+P,mesic,snow,DECE,5
sdl,2005-07-27,74,"873, 481 (NP)",N+P,mesic,snow,ERSI3,3
sdl,2005-07-27,74,"873, 481 (NP)",N+P,mesic,snow,GERO2,11
sdl,2005-07-27,74,"873, 481 (NP)",N+P,mesic,snow,MELA3,1
sdl,2005-07-27,74,"873, 481 (NP)",N+P,mesic,snow,POBI6,1
sdl,2005-07-27,74,"873, 481 (NP)",N+P,mesic,snow,SANI8,0.25
sdl,2005-07-27,74,"873, 481 (NP)",N+P,mesic,snow,TRPAP,5
sdl,2005-07-27,75,871 (NP),N+P,mesic,snow,2GRAM,8
sdl,2005-07-27,75,871 (NP),N+P,mesic,snow,2LTR,7
sdl,2005-07-27,75,871 (NP),N+P,mesic,snow,ARSC,8
sdl,2005-07-27,75,871 (NP),N+P,mesic,snow,CAOC4,0.25
sdl,2005-07-27,75,871 (NP),N+P,mesic,snow,CASC12,2
sdl,2005-07-27,75,871 (NP),N+P,mesic,snow,ERSI3,5
sdl,2005-07-27,75,871 (NP),N+P,mesic,snow,GERO2,29
sdl,2005-07-27,75,871 (NP),N+P,mesic,snow,MELA3,0.25
sdl,2005-07-27,75,871 (NP),N+P,mesic,snow,ORALA,9
sdl,2005-07-27,75,871 (NP),N+P,mesic,snow,POBI6,0.25
sdl,2005-07-27,75,871 (NP),N+P,mesic,snow,POVI3,1
sdl,2005-07-28,76,"886, 468 (NP)",N+P,mesic,snow,2GRAM,1
sdl,2005-07-28,76,"886, 468 (NP)",N+P,mesic,snow,2LTR,11
sdl,2005-07-28,76,"886, 468 (NP)",N+P,mesic,snow,ARSC,0.25
sdl,2005-07-28,76,"886, 468 (NP)",N+P,mesic,snow,CAREX,0.25
sdl,2005-07-28,76,"886, 468 (NP)",N+P,mesic,snow,CASC12,12
sdl,2005-07-28,76,"886, 468 (NP)",N+P,mesic,snow,DECE,14
sdl,2005-07-28,76,"886, 468 (NP)",N+P,mesic,snow,GERO2,22
sdl,2005-07-28,76,"886, 468 (NP)",N+P,mesic,snow,POBI6,1
sdl,2005-07-28,76,"886, 468 (NP)",N+P,mesic,snow,TRPAP,1
sdl,2005-07-27,77,"420, 478 (PP)",P,mesic,snow,2LTR,2
sdl,2005-07-27,77,"420, 478 (PP)",P,mesic,snow,ALGE,1
sdl,2005-07-27,77,"420, 478 (PP)",P,mesic,snow,ARSC,8
sdl,2005-07-27,77,"420, 478 (PP)",P,mesic,snow,CAOC4,0.25
sdl,2005-07-27,77,"420, 478 (PP)",P,mesic,snow,CAREX,6
sdl,2005-07-27,77,"420, 478 (PP)",P,mesic,snow,DECE,9
sdl,2005-07-27,77,"420, 478 (PP)",P,mesic,snow,ERSI3,3
sdl,2005-07-27,77,"420, 478 (PP)",P,mesic,snow,GERO2,23
sdl,2005-07-27,77,"420, 478 (PP)",P,mesic,snow,POA,2
sdl,2005-07-27,77,"420, 478 (PP)",P,mesic,snow,POBI6,1
sdl,2005-07-27,77,"420, 478 (PP)",P,mesic,snow,PODI2,1
sdl,2005-07-27,77,"420, 478 (PP)",P,mesic,snow,SANI8,2
sdl,2005-07-27,77,"420, 478 (PP)",P,mesic,snow,STLO2,3
sdl,2005-07-27,77,"420, 478 (PP)",P,mesic,snow,TRPAP,14
sdl,2005-07-27,78,"418, 482 (PP)",P,mesic,snow,2LTR,6
sdl,2005-07-27,78,"418, 482 (PP)",P,mesic,snow,ARSC,3
sdl,2005-07-27,78,"418, 482 (PP)",P,mesic,snow,CAOC4,0.25
sdl,2005-07-27,78,"418, 482 (PP)",P,mesic,snow,CASC12,17
sdl,2005-07-27,78,"418, 482 (PP)",P,mesic,snow,DECE,1
sdl,2005-07-27,78,"418, 482 (PP)",P,mesic,snow,ERSI3,5
sdl,2005-07-27,78,"418, 482 (PP)",P,mesic,snow,GERO2,20
sdl,2005-07-27,78,"418, 482 (PP)",P,mesic,snow,POA,2
sdl,2005-07-27,78,"418, 482 (PP)",P,mesic,snow,POAL2,2
sdl,2005-07-27,78,"418, 482 (PP)",P,mesic,snow,POVI3,2
sdl,2005-07-27,78,"418, 482 (PP)",P,mesic,snow,SELA,0.25
sdl,2005-07-27,78,"418, 482 (PP)",P,mesic,snow,TRPAP,6
sdl,2005-07-27,79,"872, 480 (PP)",P,mesic,snow,2LTR,3
sdl,2005-07-27,79,"872, 480 (PP)",P,mesic,snow,ARSC,6
sdl,2005-07-27,79,"872, 480 (PP)",P,mesic,snow,CAREX,10
sdl,2005-07-27,79,"872, 480 (PP)",P,mesic,snow,DECE,17
sdl,2005-07-27,79,"872, 480 (PP)",P,mesic,snow,ERSI3,2
sdl,2005-07-27,79,"872, 480 (PP)",P,mesic,snow,GERO2,14
sdl,2005-07-27,79,"872, 480 (PP)",P,mesic,snow,KOMY,1
sdl,2005-07-27,79,"872, 480 (PP)",P,mesic,snow,POAL2,2
sdl,2005-07-27,79,"872, 480 (PP)",P,mesic,snow,POBI6,0.25
sdl,2005-07-27,79,"872, 480 (PP)",P,mesic,snow,POVI3,0.25
sdl,2005-07-27,79,"872, 480 (PP)",P,mesic,snow,SANI8,6
sdl,2005-07-27,79,"872, 480 (PP)",P,mesic,snow,TRPAP,19
sdl,2005-07-28,80,"881, 469 (PP)",P,mesic,snow,2LTR,9
sdl,2005-07-28,80,"881, 469 (PP)",P,mesic,snow,ALGE,2
sdl,2005-07-28,80,"881, 469 (PP)",P,mesic,snow,ARSC,9
sdl,2005-07-28,80,"881, 469 (PP)",P,mesic,snow,CAOC4,0.25
sdl,2005-07-28,80,"881, 469 (PP)",P,mesic,snow,CASC12,0.25
sdl,2005-07-28,80,"881, 469 (PP)",P,mesic,snow,DECE,13
sdl,2005-07-28,80,"881, 469 (PP)",P,mesic,snow,ERSI3,9
sdl,2005-07-28,80,"881, 469 (PP)",P,mesic,snow,GERO2,12
sdl,2005-07-28,80,"881, 469 (PP)",P,mesic,snow,ORALA,10
sdl,2005-07-28,80,"881, 469 (PP)",P,mesic,snow,POBI6,4
sdl,2005-07-28,80,"881, 469 (PP)",P,mesic,snow,PODI2,4
sdl,2005-07-28,80,"881, 469 (PP)",P,mesic,snow,STLO2,1
sdl,2005-07-27,NA,875 (NN),N,mesic,snow,2LTR,2
sdl,2005-07-27,NA,875 (NN),N,mesic,snow,ARSC,1
sdl,2005-07-27,NA,875 (NN),N,mesic,snow,CAREX,46
sdl,2005-07-27,NA,875 (NN),N,mesic,snow,DECE,10
sdl,2005-07-27,NA,875 (NN),N,mesic,snow,ERSI3,0.25
sdl,2005-07-27,NA,875 (NN),N,mesic,snow,GERO2,0.25
sdl,2005-07-27,NA,875 (NN),N,mesic,snow,POAL2,8
sdl,2005-07-27,NA,875 (NN),N,mesic,snow,POBI6,1
sdl,2005-07-27,NA,875 (NN),N,mesic,snow,SANI8,0.25
sdl,2005-07-27,NA,875 (NN),N,mesic,snow,TRPAP,9
